名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
农兴路银行家属院,商务住宅,住宅区,住宅区,农兴路与永和路交叉口东北50米,陕西省,西安市,莲湖区,108.9402484,34.2912783
远丰大厦,商务住宅,楼宇,商住两用楼宇,自强西路61号,陕西省,西安市,莲湖区,108.9390635,34.28238928
纸箱厂小区,商务住宅,住宅区,住宅小区,振华北巷4号,陕西省,西安市,莲湖区,108.9352895,34.28739082
万佳银座,商务住宅,住宅区,住宅小区,红庙坡街道自强西路68号,陕西省,西安市,莲湖区,108.9380902,34.28278789
客车厂家属院,商务住宅,住宅区,住宅区,华强路与文景南路交叉口东北150米,陕西省,西安市,莲湖区,108.9354771,34.2869337
振华小区,商务住宅,住宅区,住宅小区,振华路99号,陕西省,西安市,莲湖区,108.9357324,34.28598667
含光雨露花园,商务住宅,住宅区,住宅小区,城北西安市北关正街16号,陕西省,西安市,莲湖区,108.9403696,34.28412412
西安市第十中学家属院,商务住宅,住宅区,住宅小区,振华路97号,陕西省,西安市,莲湖区,108.9369302,34.28562875
上和城,商务住宅,住宅区,住宅小区,振华北巷7号,陕西省,西安市,莲湖区,108.9356544,34.28954928
衡器厂家属院,商务住宅,住宅区,住宅小区,农兴路,陕西省,西安市,莲湖区,108.9351616,34.2907536
外院家属楼,商务住宅,住宅区,住宅小区,振华北路2号,陕西省,西安市,莲湖区,108.9389116,34.28621894
莲湖区23号青松小区,商务住宅,住宅区,住宅小区,青门巷102,陕西省,西安市,莲湖区,108.9390141,34.28923147
红星小区,商务住宅,住宅区,住宅小区,青门南巷与青门巷交叉口西南200米,陕西省,西安市,莲湖区,108.9382414,34.28842223
恒雅口腔大厦,商务住宅,楼宇,商务写字楼,自强西路9号,陕西省,西安市,莲湖区,108.9412961,34.28215618
金衡花园,商务住宅,住宅区,住宅小区,文景南路11号,陕西省,西安市,莲湖区,108.9352643,34.29062048
味精厂家属院,商务住宅,住宅区,住宅小区,振华北路9号,陕西省,西安市,莲湖区,108.9384877,34.28760013
大唐西市千和郡,商务住宅,住宅区,住宅小区,兴中路5号,陕西省,西安市,莲湖区,108.9321926,34.28659319
永新苑·红东花园小区,商务住宅,住宅区,住宅小区,永福路东150米,陕西省,西安市,莲湖区,108.932323,34.29042535
工农新村社区,商务住宅,住宅区,住宅小区,自强路华强路与振华路交叉口西南250米(明坊附近),陕西省,西安市,莲湖区,108.9322327,34.28376533
永福花园,商务住宅,住宅区,住宅小区,农兴路永新苑红东花园小区永福花园,陕西省,西安市,莲湖区,108.9331639,34.28959537
