名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
福凌百货超市,购物服务,超级市场,超市,王寺西街26号,陕西省,西安市,长安区,108.7963311,34.26116126
社区果蔬超市,购物服务,超级市场,超市,王马路与王寺南街交叉口西北200米,陕西省,西安市,长安区,108.7964663,34.26197315
时风超市(王寺分店),购物服务,超级市场,超市,沣东大道与西户公路交叉口南100米,陕西省,西安市,长安区,108.7980967,34.26045539
秦府,购物服务,超级市场,超市,中三巷南,陕西省,西安市,长安区,108.8032005,34.25777503
西围购物广场,购物服务,商场,购物中心|购物服务,西围墙村,陕西省,西安市,未央区,108.8135292,34.25789444
和平伯乐城市广场,购物服务,商场,购物中心,红光路9号,陕西省,西安市,未央区,108.8193839,34.26050829
西安新城吾悦广场(建设中),购物服务,商场,购物中心,和平工业园区四号路与西宝疏导线交叉口西南200米,陕西省,西安市,未央区,108.8193983,34.2554583
联华连锁超市,购物服务,超级市场,超市,西围一巷与西环路交叉口南100米,陕西省,西安市,未央区,108.8137326,34.25722108
人人乐(和平村店),购物服务,超级市场,超市,红光路11号环亚时尚购物广场1层,陕西省,西安市,未央区,108.819467,34.26068337
福施福生活超市,购物服务,超级市场,超市,红光路西围墙村6号,陕西省,西安市,未央区,108.8133116,34.26086786
鹏辉便利批发零售店,购物服务,超级市场,超市,西围新嘉园西区北1-1号,陕西省,西安市,未央区,108.813517,34.25928687
义乌百货特价超市,购物服务,超级市场,超市,红光路与西宝公路交叉口东100米,陕西省,西安市,未央区,108.8214564,34.26087703
鸿都超市(肖里村店),购物服务,超级市场,超市,和平工业园区二号路与昆明路交叉口东150米,陕西省,西安市,未央区,108.8232139,34.25383009
蔚然锦和连锁超市,购物服务,超级市场,超市,东凹里(昆明路与石桥立交交叉口)1号楼,陕西省,西安市,未央区,108.8233101,34.25352239
民都购物广场,购物服务,超级市场,超市,三桥街道西凹里村,陕西省,西安市,未央区,108.8325332,34.25965022
铃雅超市,购物服务,超级市场,超市,昆明路与石桥立交交叉口西北150米,陕西省,西安市,未央区,108.8385604,34.25499902
万客欢百货便利店,购物服务,超级市场,超市,西三环红光路东凹里村,陕西省,西安市,未央区,108.8396601,34.25553377
胡克百货,购物服务,超级市场,超市,北石桥立交欣桥果蔬2号门,陕西省,西安市,雁塔区,108.8390684,34.25317364
永兴肉食超市,购物服务,超级市场,超市,欣桥农产品物流中心大肉区一排1号,陕西省,西安市,雁塔区,108.8401812,34.25231794
简家村超市,购物服务,便民商店/便利店,便民商店/便利店|购物服务,红光路简家村37号,陕西省,西安市,未央区,108.8460023,34.26075469
华润万家便利超市(蔚蓝小城二店),购物服务,超级市场,华润,昆明路13号桥,陕西省,西安市,莲湖区,108.8558588,34.25624007
东尔家超市,购物服务,超级市场,超市,汉城南路8号宏府鹍翔九天E14,陕西省,西安市,莲湖区,108.8643065,34.25829078
华东服饰商城,购物服务,商场,普通商场,丰镐西路与汉城南路交叉口西北150米,陕西省,西安市,莲湖区,108.8667363,34.26208821
似闻水果香水果超市,购物服务,超级市场,超市,昆明路金辉悦府4号楼1单元1层117号,陕西省,西安市,雁塔区,108.8628616,34.25294304
福超市,购物服务,超级市场,超市,土门街道昆明路三号桥跟二号桥对面东城专业电动工具,陕西省,西安市,雁塔区,108.8806004,34.25370146
华润万家(西二环店),购物服务,超级市场,华润,丰镐东路42号,陕西省,西安市,莲湖区,108.8857624,34.26019191
摩尔商业中心,购物服务,商场,普通商场,西二环土门十字西城方洲商业1层,陕西省,西安市,莲湖区,108.8822953,34.25839772
溪源生鲜,购物服务,综合市场,水产海鲜市场|购物服务,丰登西路68号附近,陕西省,西安市,莲湖区,108.8882833,34.25802984
利安社区电超市(土门大桥营业厅),购物服务,超级市场,超市|生活服务,土门大桥西巷11号东侧,陕西省,西安市,莲湖区,108.8832634,34.25874516
镐都假日商业广场(建设中),购物服务,商场,购物中心,丰镐路与丰登路交汇处,陕西省,西安市,莲湖区,108.8877042,34.26099144
土门商厦,购物服务,商场,商场,桃园路街道丰镐东路509号,陕西省,西安市,莲湖区,108.8862272,34.2617595
西城摩尔,购物服务,商场,购物中心|商务住宅,城西莲湖区西二环南段18号,陕西省,西安市,莲湖区,108.8821163,34.25848657
锦园超市,购物服务,超级市场,超市,丰登东路与桃园南路交叉口东南50米,陕西省,西安市,莲湖区,108.8968933,34.25549749
