名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_L纬度
您好超市(莲花店),购物服务,超级市场,超市,科教创业园区莲花寺路,四川省,绵阳市,涪城区,104.6857765,31.47762251
洋洋超市(八角北路),购物服务,超级市场,超市,科创园区园艺街36号(近太阳城南一门),四川省,绵阳市,涪城区,104.6917249,31.48202124
恒恒超市,购物服务,超级市场,超市,八角北路与园艺街交叉口北50米,四川省,绵阳市,涪城区,104.691705,31.48199028
佳实惠超市(阳光清华店),购物服务,超级市场,超市,创业大道园艺街20号附近,四川省,绵阳市,涪城区,104.6968176,31.48486424
惠万家超市,购物服务,超级市场,超市,园艺山园兴东街树高卡地亚,四川省,绵阳市,涪城区,104.6890669,31.48559431
民生佳园超市,购物服务,超级市场,超市,爱风家园(北区西南门)附近,四川省,绵阳市,涪城区,104.6888069,31.48010666
西点购物中心(园艺店),购物服务,超级市场,超市,园艺东街10号东辰阳光清华d区2幢B1层,四川省,绵阳市,涪城区,104.6999626,31.48286954
川百惠购物中心(元通社区店),购物服务,超级市场,超市,园艺山元通二队创业大道40号20栋,四川省,绵阳市,涪城区,104.7019911,31.47749231
永辉超市(绵阳乐荟城店),购物服务,超级市场,超市,剑南路西段323号乐荟城B1层,四川省,绵阳市,涪城区,104.7028593,31.48653353
屈臣氏(涪城区剑南路乐荟城店),购物服务,超级市场,屈臣氏,科创园区创业大道1号乐荟城1层,四川省,绵阳市,涪城区,104.7037807,31.48645818
新联超市,购物服务,超级市场,超市,西山东路33-3号,四川省,绵阳市,涪城区,104.7330987,31.48106965
华洋超市(兴盛街),购物服务,超级市场,超市,长虹大道中段45号,四川省,绵阳市,涪城区,104.7349628,31.47792522
美宏超市(东方华尔街店),购物服务,超级市场,超市,工区街道长虹大道中段33号,四川省,绵阳市,涪城区,104.7355376,31.48323008
旺源超市(兴盛街),购物服务,超级市场,超市,兴盛街附18号伍星阳光3-4号,四川省,绵阳市,涪城区,104.7328263,31.47784733
红旗超市(都市港湾店),购物服务,超级市场,超市,长虹大道北段11-2号,四川省,绵阳市,涪城区,104.7359878,31.48421172
均融购物中心(兴盛店),购物服务,超级市场,超市,长虹大道51号天籁一品1号楼,四川省,绵阳市,涪城区,104.733613,31.47755296
多乐汇超市(未来城店),购物服务,超级市场,超市,长虹大道北段-31号,四川省,绵阳市,涪城区,104.7362683,31.4860643
美联超市(五一店),购物服务,超级市场,超市,跃进北路20号,四川省,绵阳市,涪城区,104.7399819,31.48323743
沃尔玛(绵阳跃进路店),购物服务,超级市场,沃尔玛,跃进路48号1958·商业中心B1层,四川省,绵阳市,涪城区,104.7386561,31.47789473
易多超市(跃进路店),购物服务,超级市场,超市,跃进路北段20之13-15,四川省,绵阳市,涪城区,104.7395406,31.48263566
天骄摩尔商业广场,购物服务,商场,普通商场,工区街道跃进路131号,四川省,绵阳市,涪城区,104.7379571,31.47841988
易购超市,购物服务,超级市场,超市,跃进路四零四医院住院部,四川省,绵阳市,涪城区,104.7392322,31.4792933
便邻超市(滨江店),购物服务,超级市场,超市,滨江路水韵滨江一期一号楼一层28、29号,四川省,绵阳市,涪城区,104.7444473,31.47780842
老粮铺超市平政粮油食品经营部,购物服务,超级市场,超市,西山东路74号,四川省,绵阳市,涪城区,104.7388746,31.48030525
百思美华联购物中心,购物服务,超级市场,超市,跃进路北段35号,四川省,绵阳市,涪城区,104.7384719,31.48588848
欢欢平价生活超市,购物服务,超级市场,超市,滨江路16-6号附近,四川省,绵阳市,涪城区,104.7443255,31.47733751
兴惠超市,购物服务,超级市场,超市,绵山路1号17栋31号,四川省,绵阳市,游仙区,104.7537556,31.48317908
美联超市(一四八店),购物服务,超级市场,超市,跃进路2号,四川省,绵阳市,游仙区,104.7554651,31.48605307
中一超市(香榭里旗舰店),购物服务,超级市场,超市,涪江街道绵山路香榭里大道10楼,四川省,绵阳市,游仙区,104.754811,31.47816517
科学城小白杨超市,购物服务,超级市场,超市,科学城八区,四川省,绵阳市,游仙区,104.7568242,31.48541962
顶呱呱购物中心(五里堆店),购物服务,商场,购物中心,五里堆南路14幢3幢1单元,四川省,绵阳市,游仙区,104.7635217,31.48198335
喜又多超市(治平路),购物服务,超级市场,超市,治平路2-17号,四川省,绵阳市,游仙区,104.7655752,31.4768305
三和小超市,购物服务,超级市场,超市,游仙镇一环路东段165号3区121号,四川省,绵阳市,游仙区,104.7649043,31.48015251
美联超市(治平路店),购物服务,超级市场,超市,五里堆路综合市场旁,四川省,绵阳市,游仙区,104.7619974,31.48083367
亚星超市(五里堆南路),购物服务,超级市场,超市,一环路东段165号五里堆路,四川省,绵阳市,游仙区,104.7648273,31.4805204
吉佰家超市,购物服务,超级市场,超市,五里堆一环路东段1653区216号,四川省,绵阳市,游仙区,104.7635428,31.48078256
邓氏超市,购物服务,超级市场,超市,五里堆路佳逸商务宾馆旁,四川省,绵阳市,游仙区,104.7605551,31.48173178
百家超市(五里堆南路),购物服务,超级市场,超市,五里堆南路43号附近,四川省,绵阳市,游仙区,104.7601584,31.48100471
好客购物中心(五里堆店),购物服务,商场,购物中心,一环路东段与五里堆南路交叉口西100米,四川省,绵阳市,游仙区,104.7660099,31.48003226
鸿瑞超市(治平路),购物服务,超级市场,超市,游仙镇一环路东段165号一区治平路中段,四川省,绵阳市,游仙区,104.7636219,31.4778171
快乐购超市(嘉兴店),购物服务,超级市场,超市,一环路东段165号嘉兴市场,四川省,绵阳市,游仙区,104.7674376,31.47912943
奇琦超市,购物服务,超级市场,超市,五里堆南路海天名苑后大门,四川省,绵阳市,游仙区,104.759038,31.48094621
天丰购物超市,购物服务,超级市场,超市,一环路东段165号3区223号,四川省,绵阳市,游仙区,104.762931,31.48050824
时代购物中心(五里堆店),购物服务,超级市场,超市,五里堆路3号,四川省,绵阳市,游仙区,104.7660189,31.48007326
泰丰超市(治平路店),购物服务,超级市场,超市,游仙镇一环路东段165号一区62号,四川省,绵阳市,游仙区,104.7642556,31.47797646
绿谷原山购物广场,购物服务,超级市场,超市,五里堆路与绵山路交叉口东400米,四川省,绵阳市,游仙区,104.760631,31.48282464
万佳家超市(治平路店),购物服务,超级市场,超市,治平路47-4号,四川省,绵阳市,游仙区,104.763375,31.47760199
惠丰超市(治平路店),购物服务,超级市场,超市,治平路47-8号,四川省,绵阳市,游仙区,104.7631341,31.47738488
性趣520,购物服务,超级市场,超市,阳光路33号,四川省,绵阳市,游仙区,104.7676312,31.48679233
多乐美购物中心,购物服务,商场,购物中心,堂宏国际负1楼,四川省,绵阳市,游仙区,104.7679312,31.48475087
嘉兴超市(五里堆路店),购物服务,超级市场,超市,一环路东段199-1号,四川省,绵阳市,游仙区,104.7677805,31.47874474
红旗超市(绵阳游仙区便利店),购物服务,超级市场,超市,一环路东段-225号-4号,四川省,绵阳市,游仙区,104.7685593,31.48101296
万顺百货超市,购物服务,超级市场,超市,游仙镇芙蓉小区1栋一号,四川省,绵阳市,游仙区,104.7761646,31.48664692
皓翎购物,购物服务,超级市场,超市,仙人路2段6号,四川省,绵阳市,游仙区,104.7805103,31.48575082
华亿超市(亿华百货),购物服务,超级市场,超市,园林路与较场街交叉口东北100米,四川省,阿坝藏族羌族自治州,汶川县,103.5782423,31.47374426
好又多超市(永安店),购物服务,超级市场,超市,永兴镇永安路综合市场2楼1号,四川省,绵阳市,涪城区,104.6238058,31.46942004
友好多超市(永兴店),购物服务,超级市场,超市,永兴镇黎家院3组,四川省,绵阳市,涪城区,104.6213252,31.46939074
怡佳乐购物中心(普明店),购物服务,商场,购物中心,北一康路与普明北路西段交叉口西北50米,四川省,绵阳市,涪城区,104.6507102,31.47316514
百分百超市(朝阳东街),购物服务,超级市场,超市,普明北路西段与朝阳东街交叉口南100米,四川省,绵阳市,涪城区,104.6509635,31.47234083
美天百分百超市(三分店),购物服务,超级市场,超市,一康路64号附近,四川省,绵阳市,涪城区,104.651116,31.47221558
美亦佳购物中心,购物服务,超级市场,超市,高新区何家祠居委会时代名城,四川省,绵阳市,涪城区,104.6542034,31.47427763
你好超市(石材城店),购物服务,超级市场,超市|购物服务,普明北路西段139-12,四川省,绵阳市,涪城区,104.6495198,31.47243038
斯图加特商业广场,购物服务,商场,购物中心,普明北路西段12号,四川省,绵阳市,涪城区,104.6523401,31.47482793
温州商贸广场,购物服务,商场,普通商场,高新区绵兴东路167号,四川省,绵阳市,涪城区,104.660161,31.46843259
盛丰超市(绵阳市福彩分中心东南),购物服务,超级市场,超市,绵兴东路110号,四川省,绵阳市,涪城区,104.6628204,31.47034321
胖胖超市(普乐街),购物服务,超级市场,超市,普乐街87号,四川省,绵阳市,涪城区,104.6600144,31.46946168
兴隆轩超市,购物服务,超级市场,超市,高新区温州商贸广场A1幢,四川省,绵阳市,涪城区,104.6597343,31.46807246
红旗超市,购物服务,超级市场,超市,普乐街87号,四川省,绵阳市,涪城区,104.6595309,31.46935261
宏扬超市(普明北路西段),购物服务,超级市场,超市,普明北路西段9号,四川省,绵阳市,涪城区,104.6626736,31.47587152
永煜好邻居超市,购物服务,超级市场,超市,普明北路西段,四川省,绵阳市,涪城区,104.6624891,31.47667273
诗予超市,购物服务,超级市场,超市,高新区虹阳街12号世隆华都1-1-3号,四川省,绵阳市,涪城区,104.6670141,31.46704479
好又多购物中心(普明中路),购物服务,超级市场,超市,高新区高新区普明中路8号,四川省,绵阳市,涪城区,104.6713407,31.475436
顺新超市(普明中路),购物服务,超级市场,超市,高新区万兴街11号,四川省,绵阳市,涪城区,104.6708772,31.47583882
新上海华联(绵阳店),购物服务,超级市场,超市,火炬西街北段146号,四川省,绵阳市,涪城区,104.6744896,31.47359429
万兴超市(万兴街),购物服务,超级市场,超市,万兴街与普明南路东段交叉口东北100米,四川省,绵阳市,涪城区,104.6704297,31.47440093
洋洋超市(中华苑店),购物服务,超级市场,超市,火炬西街中华苑M棟56-3号门店,四川省,绵阳市,涪城区,104.6728691,31.4679074
强哥蔬菜超市,购物服务,超级市场,超市,普明寺前街21号,四川省,绵阳市,涪城区,104.6777361,31.47452396
百捷利超市(火炬西街北段),购物服务,超级市场,超市,高新区普明北路东段615号,四川省,绵阳市,涪城区,104.6755341,31.47622585
露露超市(高新区店),购物服务,超级市场,超市,高新区普明北路东段571号,四川省,绵阳市,涪城区,104.6775387,31.47623404
永川批零超市,购物服务,超级市场,超市,高新区普明寺居委会6组35号一楼,四川省,绵阳市,涪城区,104.6773273,31.47609846
西点购物中心(高新店),购物服务,超级市场,超市,高新区火炬东街36号,四川省,绵阳市,涪城区,104.6812589,31.47356451
西都生活广场(东北门店),购物服务,商场,普通商场,双碑中街58号,四川省,绵阳市,涪城区,104.6861227,31.47104202
华联超市(双碑中街),购物服务,超级市场,超市,双碑中街58号,四川省,绵阳市,涪城区,104.686018,31.47065228
双发商城,购物服务,商场,普通商场|购物服务,高新区双碑中街58号,四川省,绵阳市,涪城区,104.6868185,31.47098477
可可超市(高新店),购物服务,超级市场,超市,高新区双碑中街54号一幢10号门面,四川省,绵阳市,涪城区,104.6859184,31.46950366
家园乐购超市(双发店),购物服务,超级市场,超市,高新区双碑中街72号鹏发小区1号门A幢1楼,四川省,绵阳市,涪城区,104.6868214,31.47323637
多乐多超市(双发店),购物服务,超级市场,超市|购物服务,高新区双碑六队双发市场,四川省,绵阳市,涪城区,104.6872521,31.47175286
家乐超市(普明店),购物服务,超级市场,超市,普明寺后街94号,四川省,绵阳市,涪城区,104.6804085,31.47501285
佳利超市(普明南路东段),购物服务,超级市场,超市,高新区普明北路西段10号,四川省,绵阳市,涪城区,104.6783204,31.47183732
蚨通超市,购物服务,超级市场,超市,高新区火炬大厦火炬北路22号尚高锦都2幢1楼,四川省,绵阳市,涪城区,104.6784919,31.47024828
恒大超市,购物服务,超级市场,超市,双碑中街44号附近,四川省,绵阳市,涪城区,104.6864378,31.46839992
瑞星配送超市,购物服务,超级市场,超市,高新区普明北路东段鹏业小区四组17栋1号,四川省,绵阳市,涪城区,104.692494,31.47315542
美宜家超市(海棠店),购物服务,超级市场,超市|购物服务,普明北路东段538附近(海棠花园后大门),四川省,绵阳市,涪城区,104.6921094,31.46895582
佳利超市,购物服务,超级市场,超市,高新区双碑东街南827部队3号门,四川省,绵阳市,涪城区,104.6948172,31.4697261
金园超市,购物服务,超级市场,超市,鹏业小区3组8273号,四川省,绵阳市,涪城区,104.6958123,31.4694245
惠多好超市,购物服务,超级市场,超市,高新区普明北路东段351-102号,四川省,绵阳市,涪城区,104.6891453,31.4711456
